ticker,ratio,latest_close,latest_volume,baseline_volume,dollar_volume_M,intraday_chg_%,latest_date
PEPG,1.2,1.79,692233,554662,1.24,4.1,2026-06-18
PHK,1.2,4.56,735326,634352,3.35,0.0,2026-06-18
KREF,1.2,7.06,987452,809626,6.97,3.1,2026-06-18
AEO,1.2,17.81,6205497,5041006,110.52,2.5,2026-06-18
JKS,1.2,19.42,991820,824841,19.26,-0.2,2026-06-18
HLMN,1.2,8.06,1910475,1573944,15.4,2.2,2026-06-18
HBAN,1.2,16.86,32706954,26184690,551.44,-0.4,2026-06-18
HAYW,1.2,15.0,2855912,2375269,42.84,1.3,2026-06-18
HAFN,1.2,7.23,2069143,1712069,14.96,2.6,2026-06-18
ACIC,1.2,10.5,328803,265249,3.45,-1.0,2026-06-18
AVO,1.1,11.49,2348951,2058249,26.99,-0.5,2026-06-18
RXT,1.1,7.22,27644415,24801160,199.59,-6.6,2026-06-18
RWAY,1.1,5.57,570824,533668,3.18,0.5,2026-06-18
AVTR,1.1,9.58,8042324,7605692,77.05,2.5,2026-06-18
DSU,1.1,9.7,314972,280305,3.06,0.4,2026-06-18
ZVRA,1.1,12.9,1948450,1796509,25.14,1.3,2026-06-18
AAPD,1.1,11.88,6224339,5904162,73.95,-0.1,2026-06-18
DBRG,1.1,15.77,1986643,1859985,31.33,0.2,2026-06-18
SKYX,1.1,1.08,1398761,1245521,1.51,3.8,2026-06-18
PGEN,1.1,4.82,4755744,4403134,22.92,1.3,2026-06-18
PERI,1.1,8.51,550153,512773,4.68,-0.2,2026-06-18
PLTK,1.1,3.49,2595869,2403290,9.06,-1.7,2026-06-18
PLTD,1.1,8.16,39437651,37356373,321.81,1.9,2026-06-18
BDTX,1.1,1.66,1909190,1800446,3.17,-2.4,2026-06-18
PAYO,1.1,7.02,13763201,12391540,96.62,-0.1,2026-06-18
BLMN,1.1,8.06,2388261,2210429,19.25,2.5,2026-06-18
BLCO,1.1,14.87,335472,316274,4.99,-0.1,2026-06-18
SMCX,1.1,10.18,8418636,7323604,85.7,15.6,2026-06-18
BITO,1.1,8.56,322602861,304936050,2761.48,-2.2,2026-06-18
VGZ,1.1,2.39,2370999,2246873,5.67,-0.8,2026-06-18
VG,1.1,11.02,19832540,18480236,218.55,1.3,2026-06-18
VERI,1.1,1.43,2373178,2120057,3.39,-2.4,2026-06-18
GPK,1.1,10.71,7008383,6650183,75.06,-0.1,2026-06-18
ENVX,1.1,7.08,4935472,4355730,34.94,2.0,2026-06-18
PSIG,1.1,11.69,2598331,2435338,30.37,3.9,2026-06-18
PPLT,1.1,15.37,2710330,2430823,41.66,-1.9,2026-06-18
QFIN,1.1,15.21,1727213,1529621,26.27,1.1,2026-06-18
PWP,1.1,15.85,1448799,1278756,22.96,-1.6,2026-06-18
OBIO,1.1,3.99,319616,279792,1.28,2.6,2026-06-18
ONDL,1.1,11.5,1699406,1563078,19.54,-1.5,2026-06-18
SPCH,1.1,18.97,56686168,52928816,1075.34,-3.9,2026-06-18
SOXS,1.1,3.59,711156752,647105640,2553.05,-6.9,2026-06-18
SNDQ,1.1,2.86,53532640,50161471,153.1,-15.9,2026-06-18
BNC,1.1,2.25,501123,453630,1.13,1.4,2026-06-18
BSCQ,1.1,19.575,825341,737488,16.16,0.0,2026-06-18
NUV,1.1,9.16,548045,489183,5.02,0.2,2026-06-18
STGW,1.1,6.71,1433756,1294276,9.62,-0.7,2026-06-18
NOK,1.1,13.49,126787745,110726603,1710.37,-3.6,2026-06-18
NKTX,1.1,2.86,569310,536757,1.63,5.5,2026-06-18
HUBC,1.1,1.99,2528616,2393521,5.03,12.4,2026-06-18
HTT,1.1,3.1,431388,406722,1.34,0.3,2026-06-18
ARBE,1.1,0.822,1320589,1218337,1.09,-2.2,2026-06-18
PUMP,1.1,14.75,4734367,4196201,69.83,-0.8,2026-06-18
SEGG,1.1,1.04,1698357,1483773,1.77,4.0,2026-06-18
SBS,1.1,5.25,7597905,7101761,39.89,-1.1,2026-06-18
ATHM,1.1,18.09,956440,880860,17.3,0.6,2026-06-18
VOXR,1.1,5.08,544534,517278,2.77,-5.8,2026-06-18
VOD,1.1,14.3,3206358,2969377,45.85,-2.1,2026-06-18
IAG,1.1,16.88,8216418,7372949,138.69,-4.4,2026-06-18
ARCO,1.1,8.55,1248994,1163451,10.68,-0.9,2026-06-18
BUR,1.1,4.53,2176965,1935174,9.86,2.3,2026-06-18
BTG,1.1,4.3,29780439,25972662,128.06,-2.5,2026-06-18
FVCB,1.1,16.63,378344,332749,6.29,0.5,2026-06-18
IEP,1.1,7.29,998481,876013,7.28,-0.1,2026-06-18
MTA,1.1,7.43,529907,495111,3.94,-3.4,2026-06-18
QMCO,1.1,15.6,1312214,1188471,20.47,0.7,2026-06-18
RDW,1.1,14.35,46785421,44314405,671.37,1.8,2026-06-18
BBNX,1.1,13.88,1244667,1177613,17.28,2.1,2026-06-18
GRND,1.1,13.35,1986200,1831507,26.52,-0.6,2026-06-18
DGXX,1.1,6.75,6643526,6187516,44.84,-0.7,2026-06-18
MLTX,1.1,19.21,774519,732528,14.88,-2.1,2026-06-18
CBRG,1.1,7.29,6480831,5685668,47.25,11.5,2026-06-18
CAI,1.1,18.47,2398379,2167112,44.3,1.7,2026-06-18
MSTZ,1.1,10.59,22379970,20397306,237.0,9.2,2026-06-18
MSOS,1.1,4.99,7511329,6759890,37.48,3.3,2026-06-18
MH,1.1,9.68,1376964,1249274,13.33,-3.3,2026-06-18
METD,1.1,17.2,423485,386237,7.28,-0.8,2026-06-18
FIGS,1.1,12.31,3651742,3298892,44.95,0.6,2026-06-18
FIG,1.1,18.88,20673160,19247387,390.31,-0.4,2026-06-18
EYPT,1.1,13.58,1290270,1171057,17.52,0.4,2026-06-18
AMPY,1.1,4.13,645158,591250,2.66,2.0,2026-06-18
THM,1.1,2.21,897378,790077,1.98,-1.3,2026-06-18
DCTH,1.1,11.69,582710,525551,6.81,-3.3,2026-06-18
FJET,1.1,5.22,1940155,1820470,10.13,-2.4,2026-06-18
UPXI,1.1,0.908,2632066,2348185,2.39,-2.4,2026-06-18
UPB,1.1,6.25,829656,757470,5.19,-0.2,2026-06-18
RFL,1.1,2.73,386380,350891,1.05,5.8,2026-06-18
RERE,1.1,3.92,937699,834733,3.68,-0.8,2026-06-18
TSSI,1.1,13.56,981381,932603,13.31,2.5,2026-06-18
CODA,1.1,10.0,317456,284305,3.17,-1.8,2026-06-18
IPFX,1.1,10.64,510991,448806,5.44,0.4,2026-06-18
TLRY,1.1,4.73,3559860,3348278,16.84,-0.4,2026-06-18
LMRI,1.1,9.41,906675,803610,8.53,5.0,2026-06-18
CHWY,1.1,18.21,12254054,11538433,223.15,2.2,2026-06-18
TSLL,1.1,13.16,65797758,59349592,865.9,1.2,2026-06-18
TSDD,1.1,7.99,31586026,29553119,252.37,-1.4,2026-06-18
VNM,1.1,18.35,791189,688407,14.52,0.8,2026-06-18
JMIA,1.1,7.04,1552555,1429737,10.93,1.1,2026-06-18
JFB,1.1,4.5,398354,367243,1.79,-5.3,2026-06-18
ASPI,1.1,7.18,4450080,4163316,31.95,2.9,2026-06-18
SAIL,1.1,13.33,6827249,6223202,91.01,-0.7,2026-06-18
RZLV,1.1,2.72,11478644,10510935,31.22,0.7,2026-06-18
ZGN,1.1,13.87,1580494,1427884,21.92,-1.0,2026-06-18
ZETA,1.1,18.9,9938913,8828298,187.85,1.7,2026-06-18
RSKD,1.1,4.95,1192029,1063773,5.9,0.4,2026-06-18
AADX,1.0,18.82,1407160,1375053,26.48,-7.2,2026-06-18
ABEO,1.0,5.77,1111181,1069693,6.41,0.2,2026-06-18
SCZM,1.0,7.15,511609,511720,3.66,-4.2,2026-06-18
SBSW,1.0,9.67,6442203,6208383,62.3,-4.4,2026-06-18
ADCT,1.0,1.09,1725034,1732776,1.88,0.0,2026-06-18
ABEV,1.0,3.12,30511442,29594814,95.2,-0.6,2026-06-18
WRD,1.0,6.35,2943156,2888360,18.69,0.0,2026-06-18
EQ,1.0,3.05,424579,414705,1.29,1.0,2026-06-18
DLO,1.0,12.79,1815555,1866992,23.22,-0.3,2026-06-18
DRIP,1.0,5.5,44286361,46301751,243.57,1.1,2026-06-18
BABX,1.0,17.32,725829,749891,12.57,0.8,2026-06-18
QTTB,1.0,11.9,407796,394517,4.85,-9.5,2026-06-18
NUVB,1.0,5.56,4730292,4717192,26.3,2.2,2026-06-18
NVDY,1.0,13.08,2342240,2455690,30.64,0.9,2026-06-18
OMDA,1.0,17.64,788987,796085,13.92,2.0,2026-06-18
NVG,1.0,12.68,543304,547903,6.89,0.3,2026-06-18
NVD,1.0,4.75,59519423,59977527,282.72,-2.9,2026-06-18
GEMI,1.0,4.71,1484442,1475789,6.99,-2.9,2026-06-18
BILI,1.0,17.2,2312631,2263234,39.78,-0.6,2026-06-18
PAYS,1.0,7.4,441503,453319,3.27,-0.3,2026-06-18
FUBO,1.0,9.22,1712477,1719225,15.79,5.0,2026-06-18
VIV,1.0,12.59,956716,944485,12.05,-2.0,2026-06-18
CX,1.0,12.73,3870613,4051032,49.27,-0.2,2026-06-18
GAMB,1.0,2.36,741739,750633,1.75,1.7,2026-06-18
FOSL,1.0,4.29,716482,726534,3.07,2.1,2026-06-18
SMMT,1.0,13.75,8723161,8578747,119.94,-4.4,2026-06-18
PATH,1.0,10.27,45204618,43099578,464.25,0.7,2026-06-18
PAYP,1.0,12.37,1433251,1504916,17.73,-2.0,2026-06-18
SLNH,1.0,1.72,18822621,19067977,32.37,-5.5,2026-06-18
DFDV,1.0,3.01,776271,808977,2.34,-4.1,2026-06-18
EVC,1.0,9.86,1938398,2005367,19.11,4.0,2026-06-18
FBIO,1.0,2.99,372256,384006,1.11,-4.8,2026-06-18
SG,1.0,8.97,4839633,5064153,43.41,4.5,2026-06-18
SGHC,1.0,13.32,3523163,3568363,46.93,-0.7,2026-06-18
SOFI,1.0,17.91,80961071,81537529,1450.01,0.5,2026-06-18
TGB,1.0,7.14,5512621,5463168,39.36,-2.9,2026-06-18
AMZY,1.0,10.98,389982,375847,4.28,1.2,2026-06-18
LZM,1.0,4.85,1001911,997563,4.86,7.3,2026-06-18
ALTO,1.0,5.02,2641839,2634869,13.26,0.4,2026-06-18
TNYA,1.0,0.731,2551532,2521741,1.86,2.9,2026-06-18
KURA,1.0,9.93,1700093,1742358,16.88,2.7,2026-06-18
AMTX,1.0,1.96,904887,938444,1.77,1.6,2026-06-18
UAVS,1.0,0.942,1675480,1648286,1.58,1.3,2026-06-18
INMD,1.0,13.4,568624,567115,7.62,-0.4,2026-06-18
TKC,1.0,6.11,1733531,1721256,10.59,0.0,2026-06-18
CRML,1.0,10.15,4102085,4313566,41.64,-1.5,2026-06-18
MQY,1.0,11.44,361189,363657,4.13,0.1,2026-06-18
MNSO,1.0,11.94,741366,730127,8.85,-0.5,2026-06-18
MOBX,1.0,2.1,697305,701136,1.46,2.9,2026-06-18
MORT,1.0,10.08,565108,565016,5.7,-0.3,2026-06-18
DRTS,1.0,9.78,574439,575620,5.62,-0.2,2026-06-18
ZLAB,1.0,18.18,978130,1008304,17.78,-1.5,2026-06-18
LAES,1.0,3.12,20205159,21233898,63.04,0.0,2026-06-18
AVS,1.0,7.31,13108449,12701209,95.82,-0.7,2026-06-18
RQI,1.0,12.27,1428089,1452532,17.52,-0.8,2026-06-18
RXST,1.0,4.73,978771,932962,4.63,1.9,2026-06-18
DNP,1.0,10.69,540598,535848,5.78,-0.3,2026-06-18
MAX,1.0,10.13,575251,558614,5.83,1.2,2026-06-18
CORD,1.0,4.04,5455601,5258039,22.04,1.5,2026-06-18
JACK,1.0,12.8,572448,596555,7.33,2.2,2026-06-18
IMPP,1.0,4.89,403170,385413,1.97,0.2,2026-06-18
KLAR,1.0,18.84,5894955,5670509,111.06,3.5,2026-06-18
CLSK,1.0,17.24,19158024,19109309,330.28,-0.5,2026-06-18
KBDC,1.0,13.82,302107,294645,4.18,-1.0,2026-06-18
TSL,1.0,15.778,993392,1006903,15.67,0.8,2026-06-18
TSLG,1.0,6.48,38948761,38307161,252.39,1.3,2026-06-18
TIGR,1.0,4.71,2647465,2762871,12.47,-0.4,2026-06-18
HDSN,1.0,5.88,482570,482615,2.84,2.8,2026-06-18
MARO,1.0,6.23,413332,411328,2.58,-0.8,2026-06-18
CRNT,1.0,2.7,573598,593441,1.55,-2.5,2026-06-18
NAC,1.0,11.95,381360,365858,4.56,0.1,2026-06-18
SWIM,1.0,5.82,1071770,1073679,6.24,1.7,2026-06-18
NMAX,1.0,7.78,1336943,1311647,10.4,3.7,2026-06-18
TAK,1.0,15.63,2442725,2345558,38.18,-0.9,2026-06-18
AQN,1.0,5.89,3811290,3955278,22.45,-0.5,2026-06-18
NMG,1.0,1.58,723078,739514,1.14,0.0,2026-06-18
CTM,1.0,0.828,3733588,3925306,3.09,4.2,2026-06-18
GOOY,1.0,13.78,557158,572499,7.68,0.3,2026-06-18
GPRK,1.0,10.14,596577,577948,6.05,-0.6,2026-06-18
BRCB,1.0,7.72,615819,644011,4.75,4.5,2026-06-18
VFC,1.0,17.33,8161795,8579225,141.44,2.4,2026-06-18
VFF,1.0,1.91,1225368,1167605,2.34,-4.0,2026-06-18
NFXL,1.0,18.55,888378,878548,16.48,0.5,2026-06-18
SOUN,0.9,7.12,23429685,26778937,166.82,1.3,2026-06-18
OLPX,0.9,2.05,5398563,5846813,11.07,-0.5,2026-06-18
CYRX,0.9,15.01,525452,612164,7.89,1.0,2026-06-18
BITU,0.9,9.38,4841880,5164155,45.42,-4.4,2026-06-18
BITX,0.9,11.96,7827661,8570508,93.62,-4.4,2026-06-18
FPE,0.9,17.99,914095,998870,16.44,-0.3,2026-06-18
SPCE,0.9,3.56,36498583,39150511,129.93,2.3,2026-06-18
AUNA,0.9,5.13,328591,375385,1.69,-0.2,2026-06-18
QXO,0.9,17.76,16064388,17551658,285.3,4.0,2026-06-18
EVV,0.9,9.16,364880,418871,3.34,-0.3,2026-06-18
VZLA,0.9,3.55,5675739,6063507,20.15,-0.8,2026-06-18
ESRT,0.9,5.24,2724596,3121687,14.28,1.6,2026-06-18
QUCY,0.9,1.76,1786273,2051357,3.14,-8.8,2026-06-18
RGTZ,0.9,3.235,12695191,14715624,41.07,-6.0,2026-06-18
PICS,0.9,10.5,379433,431789,3.98,-4.4,2026-06-18
SABR,0.9,1.88,5234608,6132041,9.84,-0.5,2026-06-18
SAFX,0.9,0.416,5775493,6569631,2.4,1.7,2026-06-18
EARN,0.9,4.39,312634,333172,1.37,0.9,2026-06-18
ACHR,0.9,5.57,40987169,45053330,228.3,2.2,2026-06-18
LABD,0.9,11.29,6126717,6903070,69.17,2.2,2026-06-18
TOYO,0.9,12.13,437940,474875,5.31,-3.0,2026-06-18
DPRO,0.9,5.79,1284800,1413069,7.44,-3.0,2026-06-18
IVDA,0.9,0.43,4609428,5102077,1.98,0.0,2026-06-18
TSLZ,0.9,12.1,3253137,3457137,39.36,-1.1,2026-06-18
TZA,0.9,4.02,300412417,336275485,1207.66,-1.0,2026-06-18
CNTX,0.9,0.632,3143716,3327207,1.99,1.9,2026-06-18
CONL,0.9,5.4,17731108,19525884,95.75,-5.3,2026-06-18
DRVN,0.9,12.68,1024613,1180874,12.99,-0.6,2026-06-18
JFR,0.9,7.63,552501,625528,4.22,-0.1,2026-06-18
JPC,0.9,7.82,733737,821328,5.74,0.0,2026-06-18
TRX,0.9,0.915,1730302,1826503,1.58,-0.5,2026-06-18
AUTL,0.9,1.51,844821,961382,1.28,-2.6,2026-06-18
HOVR,0.9,2.22,1027109,1166879,2.28,-0.9,2026-06-18
AMPL,0.9,6.53,1771037,1991722,11.56,-0.5,2026-06-18
HELP,0.9,4.67,455994,531596,2.13,1.1,2026-06-18
VALE,0.9,15.42,20789626,22117114,320.58,0.1,2026-06-18
BLZE,0.9,8.19,1205890,1330285,9.88,-1.9,2026-06-18
NMR,0.9,8.97,1373196,1573702,12.32,-1.1,2026-06-18
LI,0.9,13.21,3303384,3742469,43.64,-0.8,2026-06-18
ISSC,0.9,17.21,369544,389614,6.36,2.1,2026-06-18
FSCO,0.9,4.93,1130059,1249841,5.57,-0.2,2026-06-18
PML,0.9,7.55,379317,418536,2.86,0.1,2026-06-18
PDM,0.9,8.94,1635561,1732297,14.62,1.0,2026-06-18
BIZD,0.9,12.36,2723179,3029281,33.66,-0.2,2026-06-18
SNDL,0.9,1.42,2093312,2338502,2.97,-1.4,2026-06-18
SPAX,0.9,19.1,3651465,3999586,69.74,-3.5,2026-06-18
NTLA,0.9,15.67,8849172,9440568,138.67,0.9,2026-06-18
PROK,0.9,1.83,578592,629681,1.06,4.0,2026-06-18
PTLO,0.9,4.26,1372665,1455607,5.85,-0.2,2026-06-18
QBTX,0.9,16.16,1888849,2107780,30.52,7.8,2026-06-18
PUBM,0.9,11.3,488235,521842,5.52,-0.5,2026-06-18
DEFT,0.9,0.559,4462415,4704204,2.49,-8.1,2026-06-18
FLYW,0.9,15.85,2052799,2398557,32.54,1.6,2026-06-18
ETHU,0.9,13.5,5520907,6243098,74.53,-5.1,2026-06-18
ARX,0.9,12.99,1517584,1768364,19.71,0.3,2026-06-18
ORGO,0.9,2.44,682076,759695,1.66,3.4,2026-06-18
PACB,0.9,1.4,4318168,5025149,6.05,2.9,2026-06-18
PLG,0.9,1.46,1017791,1189699,1.49,-3.9,2026-06-18
PLAY,0.9,11.95,2318823,2598129,27.71,4.2,2026-06-18
ETH,0.9,16.21,2661091,2874562,43.14,-2.5,2026-06-18
XRP,0.9,12.78,415051,465551,5.3,-2.3,2026-06-18
XP,0.9,15.3,6362779,7033675,97.35,-1.1,2026-06-18
ADPT,0.9,17.53,3883147,4219818,68.07,2.5,2026-06-18
LSPD,0.9,9.4,1576453,1775162,14.82,-0.2,2026-06-18
AI,0.9,10.3,6714938,7096750,69.16,-0.2,2026-06-18
MFG,0.9,10.3,3488028,4043349,35.93,-0.4,2026-06-18
ULCC,0.9,7.22,4305394,4648642,31.08,3.9,2026-06-18
INN,0.9,6.63,1761187,1868879,11.68,3.3,2026-06-18
MGNI,0.9,17.89,4252740,4996013,76.08,-1.4,2026-06-18
AMLX,0.9,15.67,1293015,1443478,20.26,2.3,2026-06-18
TDIC,0.9,6.13,339282,392067,2.08,-5.3,2026-06-18
APPS,0.9,8.61,5903567,6376378,50.83,-1.6,2026-06-18
ARDT,0.9,8.91,505788,539349,4.51,-2.0,2026-06-18
BSCT,0.9,18.595,442175,503263,8.22,-0.1,2026-06-18
SUGP,0.9,1.02,1663168,1877837,1.7,7.1,2026-06-18
GPGI,0.9,14.42,2079729,2358911,29.99,1.2,2026-06-18
GOOD,0.9,12.07,664565,706003,8.02,0.0,2026-06-18
BTCZ,0.9,5.88,26701754,29264758,157.01,4.7,2026-06-18
BTDR,0.9,17.93,8742094,9241050,156.75,-1.6,2026-06-18
REAX,0.9,1.76,3189645,3699959,5.61,1.1,2026-06-18
AVAT,0.9,0.855,1302261,1420106,1.11,-17.8,2026-06-18
AAL,0.9,15.99,126278445,145556031,2019.19,0.9,2026-06-18
LYG,0.9,5.54,32235540,37779300,178.58,-0.9,2026-06-18
AMBP,0.9,4.34,1808557,2029749,7.85,-1.6,2026-06-18
MARA,0.9,14.22,32777146,34691358,466.09,-0.8,2026-06-18
AMZD,0.9,9.31,16189474,17632972,150.72,-1.8,2026-06-18
TECS,0.9,6.25,10000166,11533884,62.5,-1.6,2026-06-18
CCO,0.9,2.41,5356443,6044763,12.91,0.4,2026-06-18
TNXP,0.9,12.01,567366,620582,6.81,-3.8,2026-06-18
FA,0.8,16.07,2148772,2726816,34.53,0.7,2026-06-18
GAB,0.8,5.49,829560,980762,4.55,0.4,2026-06-18
FPI,0.8,9.76,416976,499718,4.07,0.6,2026-06-18
PYPG,0.8,4.995,574825,749828,2.87,1.3,2026-06-18
ETHE,0.8,13.79,1769308,2263128,24.4,-2.5,2026-06-18
ETHA,0.8,12.88,25221659,29780711,324.85,-2.4,2026-06-18
QBTZ,0.8,3.82,4843613,5748878,18.5,-9.9,2026-06-18
ABAT,0.8,3.12,4825457,6116109,15.06,-1.6,2026-06-18
XIFR,0.8,11.82,537859,715175,6.36,1.0,2026-06-18
WEST,0.8,9.03,800383,949906,7.23,1.9,2026-06-18
ENGN,0.8,1.72,885200,1096546,1.52,-1.7,2026-06-18
EVTL,0.8,2.15,1504101,1934676,3.23,0.0,2026-06-18
EPM,0.8,3.86,338188,429748,1.31,0.3,2026-06-18
BDJ,0.8,9.25,473913,561677,4.38,-0.4,2026-06-18
YMAX,0.8,8.16,1450676,1895300,11.84,0.9,2026-06-18
FETH,0.8,16.99,1566668,1956591,26.62,-2.5,2026-06-18
PGY,0.8,15.62,2910612,3667289,45.46,1.6,2026-06-18
SMCZ,0.8,9.42,834549,1028827,7.86,-16.7,2026-06-18
ASLE,0.8,6.35,383590,465938,2.44,-4.8,2026-06-18
ARHS,0.8,7.26,1235026,1499700,8.97,3.7,2026-06-18
AREC,0.8,2.15,1857482,2363835,3.99,0.0,2026-06-18
BKD,0.8,13.65,3537610,4354327,48.29,-1.2,2026-06-18
OPEN,0.8,4.47,35180894,44253919,157.26,-0.9,2026-06-18
OPTX,0.8,12.11,955418,1158616,11.57,-6.1,2026-06-18
SPCQ,0.8,12.86,6152335,7972952,79.12,3.3,2026-06-18
IMRX,0.8,4.41,1010496,1341607,4.46,-1.3,2026-06-18
GSIT,0.8,7.58,833283,1024180,6.32,-1.6,2026-06-18
NB,0.8,5.31,2609551,3270099,13.86,-0.7,2026-06-18
BYND,0.8,0.711,20212803,26366128,14.37,-0.6,2026-06-18
HUYA,0.8,2.26,812903,1033718,1.84,-1.3,2026-06-18
GGLS,0.8,5.61,13555751,16967995,76.05,-0.7,2026-06-18
GOOS,0.8,9.79,425915,524108,4.17,1.9,2026-06-18
BMNG,0.8,13.75,586489,769058,8.06,2.8,2026-06-18
BWEN,0.8,5.03,467144,573608,2.35,0.0,2026-06-18
BSOL,0.8,9.4,1842433,2339912,17.32,-3.5,2026-06-18
AOD,0.8,10.41,335610,420759,3.49,0.0,2026-06-18
NAD,0.8,11.97,434873,561992,5.21,0.3,2026-06-18
TAC,0.8,13.74,1720754,2091990,23.64,-0.2,2026-06-18
VERU,0.8,2.95,573734,708800,1.69,-2.3,2026-06-18
INTR,0.8,5.44,3976671,4839183,21.63,-2.7,2026-06-18
NAK,0.8,2.1,5887416,7054744,12.36,-3.7,2026-06-18
GSOL,0.8,5.21,3346600,3981444,17.44,-3.3,2026-06-18
CLOV,0.8,5.0,7152184,9300838,35.76,2.7,2026-06-18
LESL,0.8,9.17,429313,566239,3.94,19.4,2026-06-18
CIEG,0.8,7.43,656512,790543,4.88,-9.2,2026-06-18
CPNG,0.8,18.0,30240771,39116818,544.33,-3.2,2026-06-18
IPSC,0.8,2.29,579840,754185,1.33,-1.3,2026-06-18
CODI,0.8,10.11,1053444,1271311,10.65,1.6,2026-06-18
LICN,0.8,2.17,527126,629015,1.14,-23.9,2026-06-18
IREZ,0.8,4.9,6719725,8450261,32.93,4.7,2026-06-18
XTIA,0.8,1.83,1104391,1328147,2.02,2.8,2026-06-18
KEP,0.8,13.0,857070,1067183,11.14,-0.8,2026-06-18
EIDO,0.8,12.43,1804692,2195428,22.43,0.2,2026-06-18
ELAB,0.8,1.39,936340,1106110,1.3,-1.4,2026-06-18
RNAC,0.7,9.63,354813,526851,3.42,-4.7,2026-06-18
DNUT,0.7,3.63,2008534,3050863,7.29,-4.5,2026-06-18
ASM,0.7,6.54,3729389,5460509,24.39,-2.4,2026-06-18
ECAT,0.7,15.46,339107,515059,5.24,0.1,2026-06-18
ITUB,0.7,7.79,20208782,28539536,157.43,-2.0,2026-06-18
TMC,0.7,5.13,3896384,5438286,19.99,-0.6,2026-06-18
CLM,0.7,7.48,1216467,1817190,9.1,0.1,2026-06-18
LITZ,0.7,16.73,474949,691910,7.95,7.8,2026-06-18
ECC,0.7,3.66,1097508,1626032,4.02,1.1,2026-06-18
TSLQ,0.7,18.91,6828352,9154292,129.12,-1.3,2026-06-18
LUNL,0.7,11.47,802685,1170515,9.21,0.1,2026-06-18
GUTS,0.7,0.858,1410509,2069091,1.21,-1.6,2026-06-18
CRWU,0.7,8.62,2151305,3212248,18.54,-1.8,2026-06-18
CRDF,0.7,1.21,960682,1296289,1.16,0.8,2026-06-18
USA,0.7,5.8,1164515,1666774,6.75,-0.2,2026-06-18
BULL,0.7,7.08,11594610,16543292,82.09,-1.0,2026-06-18
BSBR,0.7,5.2,1246330,1822629,6.48,-2.8,2026-06-18
NEA,0.7,11.59,566517,848310,6.57,0.1,2026-06-18
AISP,0.7,2.9,417661,631057,1.21,2.5,2026-06-18
IONZ,0.7,2.45,18634836,25298688,45.66,-2.8,2026-06-18
AIM,0.7,0.38,3098778,4290144,1.18,-3.9,2026-06-18
TETH,0.7,8.52,521300,699744,4.44,-2.5,2026-06-18
CRCD,0.7,4.85,2177508,3105575,10.56,2.5,2026-06-18
STLA,0.7,6.34,16915193,22689721,107.24,0.3,2026-06-18
CSAN,0.7,2.66,1465581,1991898,3.9,-2.6,2026-06-18
NMRA,0.7,1.51,2200626,3250259,3.32,-4.4,2026-06-18
BTAL,0.7,10.96,524132,727660,5.74,-1.2,2026-06-18
POET,0.7,12.15,19384795,26267647,235.53,-0.8,2026-06-18
SHMD,0.7,6.54,839532,1269152,5.49,-3.7,2026-06-18
ETHT,0.7,8.86,1677199,2481009,14.86,-5.1,2026-06-18
SHNY,0.7,9.3,688986,921505,6.41,-3.1,2026-06-18
ETHW,0.7,12.21,589266,829253,7.19,-2.4,2026-06-18
FABC,0.7,3.7,437411,651666,1.62,5.4,2026-06-18
QID,0.7,13.63,13110494,19527796,178.7,-0.8,2026-06-18
RDWU,0.7,14.19,2565284,3683053,36.4,2.5,2026-06-18
PTY,0.7,11.78,775649,1043662,9.14,-0.7,2026-06-18
ATLX,0.7,3.91,445118,609611,1.74,1.3,2026-06-18
ADBG,0.7,2.73,7087343,9549738,19.35,0.7,2026-06-18
ZENA,0.7,1.42,1455458,2226097,2.07,0.0,2026-06-18
DAMD,0.7,1.72,15066330,22339180,25.91,-1.7,2026-06-18
PCT,0.7,8.7,5796360,8524808,50.43,-2.1,2026-06-18
PLU,0.7,17.17,418885,634717,7.19,-0.9,2026-06-18
OTLK,0.7,1.58,20623163,31294270,32.58,-2.5,2026-06-18
SNK,0.7,15.97,10204053,14587010,162.96,3.0,2026-06-18
SOLZ,0.7,6.94,870018,1166454,6.04,-3.1,2026-06-18
SPDN,0.7,8.73,50609923,73406423,441.82,0.1,2026-06-18
ONCY,0.7,0.96,1129424,1680023,1.08,1.0,2026-06-18
FWRG,0.7,11.81,897545,1275263,10.6,0.5,2026-06-18
SSPC,0.7,9.66,63595729,88646725,614.33,3.0,2026-06-18
SRAD,0.7,15.06,1957263,2649667,29.48,0.6,2026-06-18
NVDQ,0.7,10.9,4155694,6340088,45.3,-2.5,2026-06-18
GBTG,0.7,9.36,2242679,3416612,20.99,-0.2,2026-06-18
GDXY,0.7,11.05,531144,814518,5.87,-2.3,2026-06-18
DBO,0.7,18.89,626723,908596,11.84,1.9,2026-06-18
UVIX,0.7,3.3,28871773,42863030,95.28,-0.3,2026-06-18
LASE,0.6,2.32,6788383,11279793,15.75,-12.1,2026-06-18
LFVN,0.6,6.41,467446,781926,3.0,4.2,2026-06-18
AMDD,0.6,2.91,11982499,18572165,34.87,-1.0,2026-06-18
ASTI,0.6,6.22,1118342,1737326,6.96,-4.3,2026-06-18
XOS,0.6,3.12,489482,858294,1.53,-6.6,2026-06-18
WCMI,0.6,19.69,688740,1094526,13.56,-0.7,2026-06-18
SATG,0.6,12.76,828308,1445139,10.57,-1.2,2026-06-18
