sym,verdict,reason,signals,last_candle,base,drop_peak_%,pos_in_base_%,from_low_%,name
263750.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),78.0,9.0,17.0,펄어비스
128660.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스근접,62.0,32.0,22.0,피제이메탈
352820.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,위꼬리양봉,베이스(완만),57.0,9.0,14.0,하이브
192650.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,도지,베이스(완만),64.0,27.0,46.0,드림텍
348370.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 위꼬리양봉",위꼬리양봉,베이스(완만),94.0,11.0,0.0,엔켐
092220.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,-,베이스(완만),86.0,7.0,28.0,KEC
045390.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),65.0,14.0,28.0,대아티아이
002140.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),82.0,24.0,31.0,고려산업
218150.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 작은몸통양꼬리양봉",-,베이스(완만),84.0,12.0,34.0,미래생명자원
012030.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,도지,베이스(완만),52.0,29.0,37.0,DB
256840.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,도지,베이스(완만),96.0,13.0,31.0,한국비엔씨
199820.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 작은몸통양꼬리양봉",-,베이스(완만),64.0,15.0,48.0,제일일렉트릭
016380.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스근접,78.0,28.0,18.0,KG스틸
085660.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),62.0,12.0,25.0,차바이오텍
377300.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),82.0,40.0,0.0,카카오페이
025320.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),66.0,28.0,49.0,시노펙스
136480.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스근접,57.0,12.0,6.0,하림
250060.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,도지,베이스(완만),68.0,13.0,45.0,모비스
041190.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"작은몸통양꼬리양봉, 상승다람쥐",-,베이스(완만),63.0,13.0,32.0,우리기술투자
035890.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,위꼬리양봉,베이스(완만),53.0,10.0,12.0,서희건설
094480.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,-,베이스(완만),74.0,10.0,30.0,갤럭시아머니트리
323410.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"작은몸통양꼬리양봉, 위꼬리양봉",위꼬리양봉,베이스(완만),76.0,16.0,16.0,카카오뱅크
026940.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),70.0,17.0,29.0,부국철강
090710.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),72.0,28.0,0.0,휴림로봇
006660.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),60.0,27.0,43.0,삼성공조
102940.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"위꼬리양봉, 작은몸통양꼬리양봉",-,베이스(완만),75.0,9.0,40.0,코오롱생명과학
290660.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 작은몸통양꼬리양봉",-,베이스(완만),78.0,22.0,48.0,다이나믹솔루션
158430.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),66.0,14.0,46.0,아톤
078150.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 작은몸통양꼬리양봉",도지,베이스(완만),65.0,13.0,39.0,HB테크놀러지
001250.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),51.0,16.0,26.0,GS글로벌
025980.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),73.0,9.0,25.0,아난티
079650.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,-,베이스(완만),52.0,48.0,0.0,서산
012860.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 작은몸통양꼬리양봉",도지,베이스(완만),64.0,36.0,0.0,모베이스전자
018470.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),75.0,14.0,23.0,조일알미늄
130660.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),57.0,17.0,37.0,한전산업
192410.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),92.0,46.0,0.0,오늘이엔엠
020710.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),68.0,34.0,0.0,시공테크
215100.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),71.0,11.0,43.0,로보로보
406820.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),88.0,8.0,38.0,뷰티스킨
099430.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),66.0,11.0,19.0,바이오플러스
008770.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),52.0,28.0,26.0,호텔신라
000080.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,양봉스프링,베이스근접,59.0,24.0,15.0,하이트진로
015750.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 위꼬리양봉",-,베이스(완만),62.0,23.0,38.0,성우하이텍
046970.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),70.0,30.0,0.0,우리로
033320.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"작은몸통양꼬리양봉, 꼬리군",-,베이스(완만),60.0,14.0,30.0,제이씨현시스템
100090.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,도지,베이스(완만),55.0,17.0,31.0,SK오션플랜트
067170.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"위꼬리양봉, 작은몸통양꼬리양봉",도지,베이스(완만),81.0,18.0,38.0,오텍
361610.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),93.0,14.0,31.0,SK아이이테크놀로지
018880.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),75.0,34.0,40.0,한온시스템
065170.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),72.0,28.0,0.0,비엘팜텍
322310.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,상승다람쥐,-,베이스(완만),69.0,12.0,46.0,오로스테크놀로지
095500.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,베이스(완만),80.0,26.0,44.0,미래나노텍
009290.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,작은몸통양꼬리양봉,베이스(완만),51.0,17.0,26.0,광동제약
365550.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,양봉스프링,베이스근접,55.0,7.0,5.0,ESR켄달스퀘어리츠
065450.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,-,베이스(완만),63.0,12.0,21.0,빅텍
099410.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"작은몸통양꼬리양봉, 상승다람쥐",-,베이스(완만),53.0,22.0,47.0,동방선기
372910.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),89.0,12.0,24.0,한컴라이프케어
138360.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,작은몸통양꼬리양봉,-,베이스(완만),57.0,43.0,0.0,앤로보틱스
024840.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),51.0,49.0,0.0,KBI메탈
017900.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 2종,"위꼬리양봉, 작은몸통양꼬리양봉",-,베이스(완만),62.0,38.0,0.0,광전자
079160.KS,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,위꼬리양봉,-,베이스(완만),77.0,39.0,31.0,CJ CGV
351320.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 3종,"양봉스프링, 작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,베이스(완만),85.0,16.0,49.0,넥사다이내믹스
118990.KQ,✅✅ PRIME,베이스 후반부 + 캔들신호 1종,양봉스프링,-,베이스(완만),78.0,18.0,35.0,모트렉스
023410.KQ,✅ PASS,캔들신호 1종 (위치=비전형),작은몸통양꼬리양봉,작은몸통양꼬리양봉,비전형,36.0,24.0,18.0,유진기업
476830.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"작은몸통양꼬리양봉, 상승펀치",도지,데이터부족,,,,알지노믹스
0017J0.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"양봉스프링, 작은몸통양꼬리양봉",-,데이터부족,,,,세미티에스
295310.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,작은몸통양꼬리양봉,데이터부족,,,,에이치브이엠
450080.KS,✅ PASS,캔들신호 3종 (베이스 판정불가),"양봉스프링, 작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,데이터부족,,,,에코프로머티
010960.KS,✅ PASS,캔들신호 2종 (위치=비전형),"작은몸통양꼬리양봉, 위꼬리양봉",-,비전형,47.0,21.0,21.0,삼호개발
279570.KS,✅ PASS,캔들신호 2종 (베이스 판정불가),"작은몸통양꼬리양봉, 위꼬리양봉",-,데이터부족,,,,케이뱅크
381620.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,제닉스로보틱스
395400.KS,✅ PASS,캔들신호 1종 (위치=하락중),양봉스프링,-,하락중,18.0,54.0,36.0,SK리츠
376900.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),양봉스프링,-,데이터부족,,,,로킷헬스케어
030200.KS,✅ PASS,캔들신호 2종 (위치=비전형),"위꼬리양봉, 꼬리군",위꼬리양봉,비전형,23.0,49.0,41.0,KT
059210.KQ,✅ PASS,캔들신호 1종 (위치=비전형),양봉스프링,-,비전형,36.0,30.0,32.0,메타바이오메드
020120.KS,✅ PASS,캔들신호 2종 (위치=비전형),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,비전형,82.0,58.0,39.0,키다리스튜디오
387690.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,레메디
014530.KS,✅ PASS,캔들신호 1종 (위치=비전형),위꼬리양봉,위꼬리양봉,비전형,50.0,9.0,11.0,극동유화
460940.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,데이터부족,,,,피앤에스로보틱스
0156T0.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),위꼬리양봉,-,데이터부족,,,,에이치엘지노믹스
452280.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),양봉스프링,-,데이터부족,,,,한선엔지니어링
240550.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"위꼬리양봉, 작은몸통양꼬리양봉",도지,데이터부족,,,,동방메디컬
294870.KS,✅ PASS,캔들신호 2종 (위치=비전형),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,비전형,28.0,51.0,39.0,IPARK현대산업개발
456010.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"양봉스프링, 작은몸통양꼬리양봉",-,데이터부족,,,,아이씨티케이
465770.KS,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,작은몸통양꼬리양봉,데이터부족,,,,STX그린로지스
090430.KS,✅ PASS,캔들신호 1종 (위치=비전형),작은몸통양꼬리양봉,-,비전형,41.0,56.0,44.0,아모레퍼시픽
475430.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,도지,데이터부족,,,,키스트론
199550.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),위꼬리양봉,-,데이터부족,,,,레이저옵텍
466100.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,클로봇
469610.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),위꼬리양봉,-,데이터부족,,,,이노테크
013570.KS,✅ PASS,캔들신호 1종 (위치=비전형),위꼬리양봉,-,비전형,65.0,51.0,35.0,디와이
459550.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),양봉스프링,양봉스프링,데이터부족,,,,알트
014950.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"위꼬리양봉, 작은몸통양꼬리양봉",-,데이터부족,,,,삼익제약
0015N0.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,아로마티카
125490.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,한라캐스트
463020.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,음봉스프링,데이터부족,,,,뉴엔AI
126730.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),양봉스프링,-,데이터부족,,,,코칩
457370.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),위꼬리양봉,-,데이터부족,,,,한켐
015230.KS,✅ PASS,캔들신호 1종 (위치=비전형),위꼬리양봉,위꼬리양봉,비전형,37.0,57.0,38.0,대창단조
064400.KS,✅ PASS,캔들신호 1종 (베이스 판정불가),상승다람쥐,도지,데이터부족,,,,LG씨엔에스
489790.KS,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,한화비전
456160.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,도지,데이터부족,,,,지투지바이오
088980.KS,✅ PASS,캔들신호 1종 (위치=비전형),작은몸통양꼬리양봉,작은몸통양꼬리양봉,비전형,32.0,6.0,2.0,맥쿼리인프라
462350.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,작은몸통양꼬리양봉,데이터부족,,,,이노스페이스
007070.KS,✅ PASS,캔들신호 1종 (위치=상승이탈),작은몸통양꼬리양봉,-,상승이탈,8.0,92.0,0.0,GS리테일
000100.KS,✅ PASS,캔들신호 1종 (위치=비전형),작은몸통양꼬리양봉,작은몸통양꼬리양봉,비전형,50.0,18.0,29.0,유한양행
319400.KQ,✅ PASS,캔들신호 1종 (위치=비전형),위꼬리양봉,위꼬리양봉,비전형,44.0,56.0,0.0,현대무벡스
445090.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),양봉스프링,-,데이터부족,,,,에이직랜드
347850.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"양봉스프링, 작은몸통양꼬리양봉",-,데이터부족,,,,디앤디파마텍
217590.KS,✅ PASS,캔들신호 2종 (베이스 판정불가),"위꼬리양봉, 작은몸통양꼬리양봉",-,데이터부족,,,,티엠씨
475580.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,에이럭스
454910.KS,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,작은몸통양꼬리양봉,데이터부족,,,,두산로보틱스
460930.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"양봉스프링, 작은몸통양꼬리양봉",-,데이터부족,,,,현대힘스
160190.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"양봉스프링, 위꼬리양봉",-,데이터부족,,,,하이젠알앤엠
125020.KQ,✅ PASS,캔들신호 3종 (베이스 판정불가),"양봉스프링, 작은몸통양꼬리양봉, 위꼬리양봉",도지,데이터부족,,,,티씨머티리얼즈
484810.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,작은몸통양꼬리양봉,데이터부족,,,,티엑스알로보틱스
490470.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,세미파이브
209640.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,와이제이링크
153890.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),위꼬리양봉,-,데이터부족,,,,져스텍
475150.KS,✅ PASS,캔들신호 2종 (베이스 판정불가),"위꼬리양봉, 상승펀치",-,데이터부족,,,,SK이터닉스
199430.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),양봉스프링,-,데이터부족,,,,케이엔알시스템
446540.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"양봉스프링, 위꼬리양봉",-,데이터부족,,,,메가터치
001680.KS,✅ PASS,캔들신호 1종 (위치=비전형),양봉스프링,양봉스프링,비전형,41.0,24.0,16.0,대상
459510.KQ,✅ PASS,캔들신호 2종 (베이스 판정불가),"작은몸통양꼬리양봉, 위꼬리양봉",위꼬리양봉,데이터부족,,,,나우로보틱스
004990.KS,✅ PASS,캔들신호 1종 (위치=비전형),양봉스프링,양봉스프링,비전형,42.0,23.0,23.0,롯데지주
002990.KS,✅ PASS,캔들신호 1종 (위치=비전형),양봉스프링,-,비전형,31.0,69.0,0.0,금호건설
003490.KS,✅ PASS,캔들신호 1종 (위치=비전형),위꼬리양봉,위꼬리양봉,비전형,25.0,56.0,32.0,대한항공
489460.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,바이오비쥬
451760.KQ,✅ PASS,캔들신호 1종 (베이스 판정불가),작은몸통양꼬리양봉,-,데이터부족,,,,컨텍
029780.KS,✅ PASS,캔들신호 2종 (위치=비전형),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,비전형,30.0,34.0,27.0,삼성카드
094970.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),61.0,31.0,41.0,제이엠티
007340.KS,⚠ CHECK,최근 상승캔들 없음,-,-,상승이탈,4.0,96.0,0.0,DN오토모티브
083420.KS,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),66.0,11.0,17.0,그린케미칼
069540.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),68.0,36.0,0.0,빛과전자
101530.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,43.0,16.0,11.0,해태제과식품
000430.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),51.0,31.0,30.0,대원강업
000890.KS,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),74.0,8.0,21.0,보해양조
187790.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),57.0,43.0,0.0,나노
004060.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),75.0,5.0,15.0,SG세계물산
468530.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,프로티나
021050.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),65.0,20.0,25.0,서원
448900.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,한국피아이엠
012610.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),56.0,22.0,34.0,경인양행
476060.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,온코닉테라퓨틱스
005360.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),71.0,38.0,0.0,모나미
228670.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),87.0,21.0,46.0,레이
109070.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,40.0,60.0,0.0,주성코퍼레이션
020000.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),64.0,18.0,20.0,한섬
002820.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),78.0,40.0,0.0,SUN&L
381970.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),82.0,9.0,14.0,케이카
439260.KS,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,대한조선
100250.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,27.0,58.0,16.0,진양홀딩스
162300.KQ,⚠ CHECK,최근 상승캔들 없음,-,음봉스프링,베이스(완만),83.0,22.0,32.0,신스틸
477850.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,마키나락스
025820.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,46.0,32.0,38.0,이구산업
041020.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),71.0,14.0,32.0,폴라리스오피스
417200.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,LS머트리얼즈
0039P0.KQ,⚠ CHECK,최근 상승캔들 없음,-,음봉스프링,데이터부족,,,,매드업
003280.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),77.0,9.0,21.0,흥아해운
