ticker,date,o,h,l,c,v,prev_close,base_vol,gap_%,oc_%,prior_dollar_M
USGG,2026-06-15,13.945,14.43,13.5606,13.6984,222241.618712,12.5207,241621.741248,11.375562069213387,-1.7683757619218416,3.0252733356438335
UUUG,2026-06-15,6.44,6.85,6.17,6.1866,327065.726073,5.76,434329.099305,11.805555555555566,-3.9347826086956528,2.5017356119967995
UXRP,2026-06-08,12.88,13.25,12.5923,13.18,109055.98264,11.56,98908.219929,11.418685121107268,2.3291925465838426,1.14337902237924
VSME,2026-06-15,2.76,3.77,2.64,3.25,64723569.042813,1.69,2827862.621885,63.31360946745561,17.753623188405808,4.77908783098565
VWAV,2026-05-29,6.75,6.8,5.98,6.32,1292262.189671,6.07,609707.766613,11.20263591433278,-6.370370370370367,3.7009261433409097
WCT,2026-06-10,1.835,3.9,1.65,1.71,80426514.613793,1.31,2428531.516559,40.07633587786258,-6.811989100817439,3.18137628669229
WTID,2026-06-15,5.42,5.42,5.11,5.22,203538.635936,4.73,252225.583437,14.587737843551785,-3.690036900369007,1.19302700965701
XNDX,2026-06-15,14.93,18.07,14.812,17.6,514090.489917,12.97,295679.210845,15.111796453353884,17.883456128600145,3.83495936465965
XOS,2026-06-10,4.25,4.64,3.65,3.66,4935002.23153,3.58,4547165.956892,18.715083798882677,-13.882352941176467,16.27885412567336
XTIA,2026-06-01,1.995,2.2,1.95,2.13,8630436.355427,1.81,4610731.6456160005,10.220994475138125,6.766917293233071,8.34542427856496
XXRP,2026-06-08,2.66,2.77,2.64,2.73,3461928.573279,2.39,2409013.030899,11.297071129707113,2.631578947368415,5.75754114384861
XXRP,2026-06-15,2.98,3.22,2.95,3.14,5644219.274056,2.5,3371714.881661,19.2,5.369127516778528,8.4292872041525
YMAT,2026-06-03,1.16,1.47,0.9801,1.24,33376473.929164,0.91,8598704.2876995,27.472527472527457,6.896551724137938,7.824820901806546
ZENA,2026-06-03,1.71,1.71,1.45,1.51,20205664.659378,1.5,4089141.945541,13.999999999999998,-11.695906432748536,6.1337129183115
ZONE,2026-06-08,0.7,0.7,0.5704,0.6062,3200676.321787,0.602,1919982.873111,16.279069767441857,-13.4,1.155829689612822
ZVZZT,2026-06-04,25.0,31.97,12.13,31.97,163510.08642,12.25,167240.04321,104.08163265306123,27.879999999999995,2.0486905293225
