ticker,date,ratio,dollar_surge_x,avg_dollar_vol_M,dollar_vol_M,intraday_chg_%,gap_%,close_pos,range_%,price,prior7_%,up_streak,fwd_oc_net_%
VRA,2026-06-11,114.4970377231751,80.99088947782788,0.39855864188754897,32.27961891554766,-2.25988700564972,11.320754716981128,0.5263157894736841,16.10169491525423,3.46,2.976190476190488,1,5.477207977207986
VRA,2026-06-12,15.475369016894927,1.9313199431911814,3.6000757817139686,6.95289815422377,7.977207977207986,1.445086705202307,0.357142857142857,23.93162393162393,3.79,14.501510574018116,2,-5.649606299212602
VRAX,2026-05-19,92.78719228894259,2.959805259890534,18.997247462130332,56.22815296185545,-12.82268303004655,50.829787234042556,0.3967714528462193,33.20637607561011,0.309,80.7017543859649,4,27.174796747967484
VRAX,2026-05-20,11.557357894364102,0.2937982269724096,24.609760066927667,7.230303873879757,29.674796747967484,-20.388349514563107,0.6013018714401953,49.95934959349593,0.319,113.95036887994632,5,-3.853965183752412
VRRM,2026-05-27,44.52451317556206,10.1139999821798,28.74487560028758,290.7256713090692,-30.127041742286746,-57.874617737003064,0.20454545454545464,39.92740471869328,3.85,-70.61068702290076,0,3.397435897435897
VRRM,2026-05-28,19.457434593175943,2.490770034451074,55.10366870422586,137.2505667968052,5.897435897435897,1.298701298701294,0.8399999999999999,12.820512820512823,4.13,-69.10994764397907,1,6.70096852300242
VSA,2026-06-01,32.29045590709663,33.56865439809882,0.2612944627068271,8.771303514742401,10.309278350515473,-0.12870012870012595,0.6250000000000009,16.494845360824733,4.28,30.487804878048784,3,-42.21354166666667
VSA,2026-06-02,208.70814134012227,55.320882631334506,1.1086066370114664,61.3290976504298,-39.71354166666667,79.43925233644859,0.16981132075471694,48.30729166666667,4.63,40.6012754327361,4,39.59302325581397
VSA,2026-06-03,11.20625706779838,1.0374232161219732,7.223454594374446,7.493779496806981,42.09302325581397,-7.127429805615552,0.7666666666666668,55.81395348837211,6.11,88.05786395814097,5,11.457597173144876
VSME,2026-06-09,50.96885845841267,18.00368964004993,0.1293324940283547,2.328462082860109,6.149284517210272,0.7271782885339486,0.11555555555555559,98.62060074771175,0.8234,-7.586980920314257,2,-47.0945945945946
VSME,2026-06-10,3547.7028852101244,1304.3692761798939,0.3558373522537375,464.14330959697753,-44.5945945945946,349.3563274228808,0.023460410557184706,92.16216216216216,2.05,136.25677077330872,3,-20.882352941176467
VSME,2026-06-11,22.77465612577694,0.2523306734145615,46.76830694690857,11.801078386372351,-18.382352941176467,-33.658536585365844,0.30555555555555575,26.470588235294123,1.11,27.630217316315985,0,-6.749291784702548
VSME,2026-06-12,49.44340006580694,3.2197839220127706,47.92206958582482,154.29870916201597,-4.249291784702548,59.009009009008984,0.20734235882424676,46.453257790368276,1.69,104.60048426150124,1,15.253623188405808
VTGN,2026-05-12,13.788919372435197,,,3.956979920181003,0.016090104585678035,-7.734560570071249,0.5200000000000006,12.872083668543857,0.6216,-0.6711409395973145,0,4.815875613747948
VTIX,2026-05-27,39.6274536053176,42.037805111666245,0.734095517856152,30.859764312984627,22.625698324022338,19.333333333333336,0.8740740740740741,37.7094972067039,4.39,13.730569948186533,1,-18.973317865429223
